seed_id,query,rank,url,title,domain,result_type,snippet,observed_at_utc
SEED-DATE-01,פגישה ראשונה,1,https://shironet.mako.co.il/artist?type=lyrics&lang=1&prfid=85&wrkid=2480,מילים לשיר פגישה ראשונה - אילנה אביטל | שירונט,shironet.mako.co.il,LYRICS,"מילים לשיר פגישה ראשונה של אילנה אביטל: 'זה קרה בפגישה ראשונה...'. לחן, ביצוע ופרטי השיר.",2026-09-18T14:20:00Z
SEED-DATE-01,פגישה ראשונה,2,https://www.kikar.co.il/dating/first-date-shiduchim,פגישה ראשונה בשידוכים: שאלות מומלצות וטיפים להצלחה | כיכר השבת,kikar.co.il,ORGANIC,"איך להתכונן לפגישה ראשונה בשידוכים, מה לשאול, ממה להימנע ואיך לפרוץ מחסומי מבוכה.",2026-09-18T14:20:00Z
SEED-DATE-01,פגישה ראשונה,3,https://tomerkoron.co.il/first-date-tips/,דייט ראשון: המדריך המלא לפגישה ראשונה מוצלחת | תומר וכרון,tomerkoron.co.il,ORGANIC,"על מה מדברים בדייט ראשון, טיפים לשפת גוף, שאלות שוברות קרח וטעויות נפוצות.",2026-09-18T14:20:00Z
SEED-DATE-01,פגישה ראשונה,4,https://www.betipulnet.co.il/articles/first_session_in_psychotherapy/,פגישה ראשונה בטיפול פסיכולוגי - למה לצפות? | בטיפולנט,betipulnet.co.il,CLINICAL,"מה קורה במפגש אינטייק ראשון אצל מטפל או פסיכולוג, שאלות היכרות ותיאום ציפיות.",2026-09-18T14:20:00Z
SEED-DATE-02,לא להראות התלהבות בתחילת קשר,1,https://www.betipulnet.co.il/articles/pacing_early_dating_stages/,משחקים או אותנטיות? ניהול התלהבות בתחילת קשר | בטיפולנט,betipulnet.co.il,ORGANIC,האם התלהבות יתר מבריחה בני זוג פוטנציאליים? הדילמה בין להיות אותנטי לבין שמירה על קצב וגבולות בדייטים.,2026-09-18T14:20:00Z
SEED-DATE-02,לא להראות התלהבות בתחילת קשר,2,https://roitzur.co.il/dating-rules-enthusiasm/,לא להראות התלהבות בתחילת קשר: טעות או חובה? | רועי צור,roitzur.co.il,ORGANIC,"מדוע אנחנו מפחדים להיראות להוטים מדי, תיאוריית ההתקשרות בדייטים ואיך לווסת את הקצב מבלי לשחק משחקים.",2026-09-18T14:20:00Z
SEED-DATE-02,לא להראות התלהבות בתחילת קשר,3,https://www.ynet.co.il/dating/article/r1j9k00lw,אל תסמסו מיד: האם חוקי הדייטים הישנים עדיין עובדים? | Ynet יחסים,ynet.co.il,ORGANIC,"דיון על קצב הודעות, זמינות רגשית והפחד מדחייה בתחילת היכרות.",2026-09-18T14:20:00Z
SEED-DATE-04,עייפות מדייטים,1,https://www.ynet.co.il/dating/article/bj8m4p00q,שחיקת דייטים: למה כל כך קשה לנו באפליקציות? | Ynet,ynet.co.il,ORGANIC,"פרדוקס הבחירה באפליקציות הכרויות, תסמונת ה'החלקה' הבלתי נגמרת ואיך מתמודדים עם תשישות רגשית.",2026-09-18T14:20:00Z
SEED-DATE-04,עייפות מדייטים,2,https://www.mako.co.il/relationships-dating/articles/Article-dating-burnout.htm,עייפות מדייטים (Dating Burnout): הסימנים ודרכי היציאה | Mako,mako.co.il,ORGANIC,"מתי צריך לקחת פאוזה מדייטים, למה דייטים מתחילים להרגיש כמו עבודה שנייה ואיך לחדש מצברים.",2026-09-18T14:20:00Z
SEED-PAR-02,הדרכת הורים אשדוד,1,https://www.ashdod.muni.il/departments/education/parenting-center/,המרכז להורות משמעותית אשדוד | רשות מהות ועיריית אשדוד,ashdod.muni.il,MUNICIPAL,"הדרכות פרטניות וקבוצתיות להורים, סדנאות וימי עיון, ליווי משפחות והנחיית הורים באשדוד. ניסן 11, רובע י""ב.",2026-09-18T14:20:00Z
SEED-PAR-02,הדרכת הורים אשדוד,2,https://www.betipulnet.co.il/parenting-counseling/ashdod/,מדריכי הורים מוסמכים באשדוד | בטיפולנט,betipulnet.co.il,DIRECTORY,"איתור מנחי הורים ומטפלים משפחתיים באשדוד והסביבה לפי גישות (אדלר, אייכה, סמכות חדשה).",2026-09-18T14:20:00Z
SEED-PAR-03,הצבת גבולות לילדים,1,https://www.meuhedet.co.il/parenting/boundaries-in-childhood/,הצבת גבולות לילדים: למה זה חשוב ואיך עושים את זה נכון? | מאוחדת,meuhedet.co.il,HEALTH_FUND,"הגבולות מעניקים לילד ביטחון וסדר בעולם. עקרונות עקביות, אמפתיה ללא כניעה וויתור על עונשים.",2026-09-18T14:20:00Z
SEED-PAR-03,הצבת גבולות לילדים,2,https://efratkeidar.co.il/setting-boundaries-without-yelling/,איך להציב גבול ברור לילד בלי לצעוק ובלי להעניש | אפרת קידר,efratkeidar.co.il,ORGANIC,הצבת גבולות מתוך חיבור וסמכות מיטיבה. דוגמאות למצבי יומיום עם פעוטות וילדים.,2026-09-18T14:20:00Z
SEED-PAR-07,הדרכת הורים לילדים מחוננים,1,https://gifted.org.il/parenting-gifted-children/,הורות לילדים מחוננים ומצטיינים: מדריך להורים | אגף מחוננים,gifted.org.il,GOVERNMENT,"מאפיינים רגשיים וחברתיים של ילדים מחוננים, התפתחות א-סינכרונית וכלים להורים לתמיכה בבית ובבית הספר.",2026-09-18T14:20:00Z
SEED-PAR-07,הדרכת הורים לילדים מחוננים,2,https://dror-psy.co.il/gifted-children-counseling/,ליווי והדרכת הורים לילדים מחוננים | מכון דרור פסיכולוגיה,dror-psy.co.il,CLINIC,"התמודדות עם רגישות חושית ורגשית גבוהה, פרפקציוניזם וקשיים חברתיים אצל ילדים מחוננים.",2026-09-18T14:20:00Z
SEED-PRE-01,ייעוץ לפני נישואין,1,https://dana-haimzon.co.il/premarital-counseling/,ייעוץ לפני נישואין: לבנות יסודות חזקים לקשר | דנה חיימזון,dana-haimzon.co.il,ORGANIC,"הכנה רגשית ומעשית לחיי הנישואין, תיאום ציפיות סביב כספים, משפחות מוצא וילדים.",2026-09-18T14:20:00Z
SEED-PRE-01,ייעוץ לפני נישואין,2,https://ceremonyou.co.il/premarital-coaching/,הכנה לנישואין: מפגשי ייעוץ זוגי לזוגות מאורסים | סרמוני יו,ceremonyou.co.il,ORGANIC,תהליך ממוקד של 3-5 מפגשים לחיזוק התקשורת ובירור הסכמות עקרוניות לפני החתונה.,2026-09-18T14:20:00Z
SEED-MED-01,גישור זוגי באשדוד,1,https://www.ashdod.muni.il/departments/social-services/divorce-mediation/,מרכז גישור לגירושין בהסכמה | עיריית אשדוד,ashdod.muni.il,MUNICIPAL,שירותי גישור להורים בתהליכי פרידה וגירושין להגעה להסכם הוגן מחוץ לכותלי בית המשפט.,2026-09-18T14:20:00Z
SEED-MED-01,גישור זוגי באשדוד,2,https://nishri.co.il/ashdod-mediation-branch/,נישרי מגשרים סניף אשדוד - גישור גירושין ושלום בית,nishri.co.il,ORGANIC,"מגשרים מוסמכים באשדוד, ליווי משפטי ורגשי להסכמי פרידה ושלום בית בהסכמה.",2026-09-18T14:20:00Z
SEED-COUP-09,ייעוץ זוגי אונליין,1,https://onlinetherapy.co.il/online-couples-counseling/,ייעוץ זוגי אונליין בזום: איך זה עובד והאם זה יעיל? | אונליין תרפי,onlinetherapy.co.il,CLINIC,"טיפול זוגי מרחוק בשיחות וידאו. מענה גמיש ללא מגבלת מיקום, מתאים גם לישראלים בחו""ל.",2026-09-18T14:20:00Z
SEED-COUP-09,ייעוץ זוגי אונליין,2,https://www.betipulnet.co.il/online-therapy/couples/,מטפלים זוגיים אונליין - פגישות וידאו מרחוק | בטיפולנט,betipulnet.co.il,DIRECTORY,אינדקס מטפלים זוגיים המעניקים שירות אונליין באמצעות זום וסקייפ בפריסה ארצית ובינלאומית.,2026-09-18T14:20:00Z
SEED-COUP-10,מריבות על כסף בזוגיות,1,https://www.freshstart.org.il/money-fights-in-marriage/,למה אנחנו רבים על כסף? הקשר בין כלכלה לרגש בזוגיות | התחלה חדשה,freshstart.org.il,ORGANIC,"כסף כמסמל ביטחון מול חופש, משקעי עבר מהבית וחוסר שוויון בהכנסות. כלים לשיח כלכלי בונה.",2026-09-18T14:20:00Z
SEED-COUP-10,מריבות על כסף בזוגיות,2,https://ripuylove.co.il/financial-intimacy-conflicts/,מריבות על כסף בזוגיות: איך לבנות אינטימיות פיננסית | ריפוי אהבה,ripuylove.co.il,ORGANIC,איך להפסיק להאשים בבזבוזים ולבנות מודל ניהול תקציב מוסכם שמתאים לשני בני הזוג.,2026-09-18T14:20:00Z
SEED-COUP-11,זוגיות אחרי לידה,1,https://metivta.org.il/couples-after-childbirth-challenges/,"זוגיות אחרי לידה: המשבר, הריחוק והדרך חזרה לקרבה | מטיבתא",metivta.org.il,ORGANIC,"המעבר מזוג למשפחה, עייפות כרונית, תקשורת פונקציונלית של החלפת חיתולים וירידה בחשק המיני.",2026-09-18T14:20:00Z
SEED-COUP-11,זוגיות אחרי לידה,2,https://www.clalit.co.il/he/your_health/family/Pages/couples_after_birth.aspx,איך לשמור על הזוגיות אחרי לידת תינוק? | כללית,clalit.co.il,HEALTH_FUND,"טיפים מעשיים לשמירה על אינטימיות, חלוקת תפקידים הוגנת ונרמול הקשיים בשנה הראשונה להורות.",2026-09-18T14:20:00Z
SEED-COUP-12,זוגיות עם בן זוג עם הפרעת קשב,1,https://keshev.org/adhd-in-adult-relationships/,זוגיות עם בן זוג עם הפרעת קשב וריכוז (ADHD) | קשב,keshev.org,ORGANIC,"אתגרי קשב בשיחות, שכחה, דחיינות במטלות הבית, אימפולסיביות רגשית וכלים לניהול הקשר ללא טינה.",2026-09-18T14:20:00Z
SEED-COUP-12,זוגיות עם בן זוג עם הפרעת קשב,2,https://www.betipulnet.co.il/articles/adhd_effects_on_marriage/,השפעת הפרעת קשב של מבוגרים על מערכת הנישואין | בטיפולנט,betipulnet.co.il,CLINICAL,ההבדל בין 'לא אכפת לו' לבין ליקוי נוירולוגי בתפקודים ניהוליים. טיפול זוגי מותאם לקשב וריכוז.,2026-09-18T14:20:00Z
SEED-PAR-09,חרדה חברתית אצל מתבגרים,1,https://www.clalit.co.il/he/mental_health/Pages/social_anxiety_teens.aspx,"חרדה חברתית אצל בני נוער: תסמינים, אבחון וטיפול | כללית",clalit.co.il,HEALTH_FUND,"ההבדל בין ביישנות להפרעת חרדה, הימנעות חברתית בבית ספר, סימפטומים פיזיים וטיפול CBT מומלץ.",2026-09-18T14:20:00Z
SEED-PAR-09,חרדה חברתית אצל מתבגרים,2,https://www.tipulpsychology.co.il/social-anxiety-in-adolescents/,חרדה חברתית אצל מתבגרים ונוער - טיפול פסיכולוגי | מכון טמיר,tipulpsychology.co.il,CLINIC,"פחד מביקורת ודחייה, הימנעות מהשתתפות בשיעורים, קבוצות מיומנויות חברתיות והדרכת הורים מלווה.",2026-09-18T14:20:00Z
